numero_expediente,empresa,estado,municipio_o_delegacion,clinica_veterinaria,farmacia_veterinaria,hospital_veterinario
1816-9-23,Alfredo Ahedo Moreno,Ciudad de Mexico,Tlahuac,no,si,si
1817-1-23,Sergio Daniel Main Elias,Aguascalientes,Aguascalientes,si,no,si
1818-23-23,Jose Alberto Alvarado Osorio,Quintana Roo,Benito Juarez,si,no,si
1819-15-23,Salutis Veterinarius SA de CV,Mexico,Toluca,si,no,si
1821-15-23,Mayra de Guadalupe Vazquez Aguilera,Mexico,Metepec,no,no,si
1823-18-23,Alejandro Machado Ruiz,Nayarit,Xalisco,si,no,no
1824-9-23,Laura Alicia Mendoza Ramirez,Ciudad de Mexico,Venustiano Carranza,si,si,si
1825-9-23,Jonathan Miguel Miranda Diaz,Ciudad de Mexico,Xochimilco,si,no,no
1826-15-23,Nestor Israel Romero Gutierrez,Mexico,Toluca,si,no,no
1827-19-23,Ferchos Salud Animal Sc,Nuevo Leon,Monterrey,no,no,si
1828-19-23,Arturo Ernesto Gonzalez Benavides,Nuevo Leon,Monterrey,si,no,si
1829-18-23,Francisco Medina Gallardo,Nayarit,Acaponeta,si,no,no
1830-09-23,Ana Laura Hernandez Tapia,Ciudad de Mexico,Coyoacan,no,no,si
1832-28-23,Laura Eva Martinez Lopez,Tamaulipas,Tampico,si,no,no
1833-15-23,Gabriela Mercedes Cardenas Sanchez,Mexico,Toluca,si,no,no
1834-09-23,Pawerful Pet Shop SA de CV,Ciudad de Mexico,Cuauhtemoc,si,no,no
1835-15-23,Alessandra Gutierrez Saldana,Mexico,Toluca,si,no,si
1836-21-23,Reyna Elena Bautista Perez,Puebla,Puebla,si,no,no
1837-14-23,Pestra S de Rl de CV,Jalisco,Tlajomulco de Zuniga,si,no,si
1839-11-23,Leonel Tinoco Pantoja,Guanajuato,Yuriria,si,no,no
1840-09-23,Maria Fernanda Tellez Gomez,Ciudad de Mexico,Tlalpan,si,no,no
1841-19-23,Jorge Alejandro Garcia Chavez,Nuevo Leon,Nuevo Leon,si,no,si
1842-13-23,Jose Daniel Palacios Topete,Hidalgo,Tulancingo de Bravo,si,no,si
1843-15-23,Leonardo Felipe Gamez Mendoza,Mexico,Toluca,si,no,no
1844-09-23,Pet You Hospital Para Mascotas SA de CV,Ciudad de Mexico,Miguel Hidalgo,si,si,si
1845-09-23,Bilco & Frima Sc,Ciudad de Mexico,Cuauhtemoc,si,si,si
1846-09-23,Cat Care SA de CV,Ciudad de Mexico,Miguel Hidalgo,si,si,si
1847-09-23,Fynsa SA de CV,Ciudad de Mexico,Gustavo a Madero,si,no,no
1848-09-23,Nadia Olimpia Lopez Osorno,Ciudad de Mexico,Gustavo a Madero,si,no,no
1849-09-23,Expertos En Medicina Veterinaria y Servicios Adicionales Marcelo Sas de CV,Ciudad de Mexico,Iztacalco,no,si,si
1850-16-23,Abraham Olvera Garcia,Michoacan,Morelia,si,no,no
1851-14-23,Zuriana Vianey Lopez Corona,Jalisco,Puerto Vallarta,si,no,no
1852-19-23,Lomont Cumbres Sapi de CV,Nuevo Leon,Monterrey,si,no,si
1853-19-23,Sierra Madre Hospital Veterinario Sc,Nuevo Leon,San Pedro Garza Garcia,no,no,si
1854-19-23,Clinica Villarreal Garza Sus Veterinarios Sc,Nuevo Leon,Monterrey,si,si,si
1855-15-23,Veronica Estrada Gil,Mexico,Naucalpan,si,no,no
1856-19-23,Ruben Jacob Torres Diaz,Nuevo Leon,Gral Escobedo,si,no,no
1857-09-23,Hospital Veterinario Hl SA de CV,Ciudad de Mexico,Azcapotzalco,si,si,si
1858-02-23,Octavio Rico Diez de Bonilla,Baja California,Ensenada,si,si,no
1859-09-23,Hospital Veterinario de Especialidades Michican Sc,Ciudad de Mexico,Alvaro Obregon,no,n0,si
1860-11-23,Luis Arturo Garcia Dominguez,Guanajuato,Leon,si,no,no
1861-09-23,Felix Rolando Ramos Plazaola,Ciudad de Mexico,Coyoacan,si,no,si
1862-11-23,Eduardo Mandujano Garcia,Guanajuato,Leon,si,no,no
1863-11-23,Clinica Veterinaria de Azcapotzalco,Ciudad de Mexico,Cuauhtemoc,si,no,no
1864-19-23,Silvia Elodia Pina Saucedo,Nuevo Leon,Monterrey,si,no,no
1865-18-23,Raul Navarrete Mendez,Nayarit,Tepic,si,no,no
1866-05-23,Jose Manuel Lomas Melendez,Coahuila,Torreon,si,no,si
1867-09-23,Centro Integral de Atencion Para la Mascota Coyoacan SA de CV,Ciudad de Mexico,Miguel Hidalgo,si,no,si
1868-09-23,Pethealth Sapi de CV,Ciudad de Mexico,Cuauhtemoc,si,no,no
1869-15-23,Womparo Vets Sc,Mexico,Naucalpan,si,no,no
1870-08-23,Aaron Marco Reyes Hermosillo,Chihuahua,Chihuahua,si,no,si
1871-09-23,Cintli Yolontzin Lozano Rodriguez,Ciudad de Mexico,Iztacalco,si,no,no
1872-17-23,Karin Cecilia Vomend Alvarez,Morelos,Cuernavaca,si,no,no
1873-09-23,Jose Antonio Gomez Servin,Ciudad de Mexico,Gustavo a Madero,no,no,si
1874-09-23,Mario Quiroz Jimenez,Ciudad de Mexico,Alvaro Obregon,si,no,no
1875-17-23,Universo Animal Clinica de Alta Especialidad Hotel Day Care & Spa S de Rl de CV,Morelos,Cuernavaca,no,no,si
1876-09-23,Maria de Lourdes Sanchez Barajas,Ciudad de Mexico,Benito Juarez,si,no,no
1877-14-23,Vicente Antonio Renteria Michel,Jalisco,Sayula,si,no,no
1879-28-23,Hilda Ivonne Gutierrez Rivas,Tamaulipas,Ciudad Madero,si,no,no
1880-16-23,Mascopet Servicios Especializados Para Perros y Gatos SA de CV,Michoacan,Morelia,no,no,si
1881-09-23,Tania Alejandra Santana Lopez,Ciudad de Mexico,Gustavo a Madero,no,no,si
1882-09-23,Luis Gonzalez Zapata,Ciudad de Mexico,Miguel Hidalgo,no,no,si
1883-22-23,Maria Elena Macias Rojas,Queretaro,Queretaro,si,no,si
1884-09-23,Hebert Gabriel Sanchez Martinez,Ciudad de Mexico,Coyoacan,si,si,si
1885-22-23,Flor Monserrat Gonzalez Vazquez,Queretaro,Queretaro,si,no,no
1886-14-23,Claudia Margarita Acosta Navarro,Jalisco,Puerto Vallarta,si,si,no
1887-14-23,Ulises de Jesus Davalos Trevino,Jalisco,Puerto Vallarta,si,no,no
1888-02-2023,Alfredo Felix Cervantes,Baja California,Tijuana,si,si,si
1889-09-2023,Julian Baez Salazar,Ciudad de Mexico,Miguel Hidalgo,si,no,si
1890-14-2023,Leonor Olvera Montes,Jalisco,Puerto Vallarta,si,no,no
1891-30-23,Adrian Chavez Soriano,Veracruz,Veracruz,si,no,no
1892-09-23,Enrique Arriaga Mendoza,Ciudad de Mexico,Gustavo a Madero,no,no,si
1893-11-23,Vet For Family Sas de CV,Guanajuato,Leon,si,no,no
1894-09-23,Victor Barbosa Alvarez,Ciudad de Mexico,Iztacalco,si,no,no
1895-30-23,Julio Cesar Herrejon Otero,Veracruz,Cordoba,no,no,si
1896-09-23,Miguel Reinaldo Mendez Froget,Ciudad de Mexico,Azcapotzalco,si,si,si
1897-16-23,Alejandro Ernesto Herrera Ramirez,Michoacan,Morelia,si,no,si
1898-09-23,Lorena Haydee Hernandez Mercado,Ciudad de Mexico,Venustiano Carranza,si,si,si
1899-09-23,Liz Adriana Diaz Avelar,Ciudad de Mexico,Tlalpan,si,no,no
1900-15-23,Monica Lopez Mora,Mexico,Toluca,si,no,no
23/08/1901,Luis Carlos Espinoza Alvarado,Chihuahua,Chihuahua,si,no,no
1902-15-23,Raul Andrade Calderon,Mexico,Ecatepec,no,no,no
23/09/1903,Pro-Maha New Destinations S de Rl de CV,Ciudad de Mexico,Miguel Hidalgo,si,no,no
23/09/1904,Gabriela Aurora Montano Sandoval,Ciudad de Mexico,Azcapotzalco,si,no,no
23/02/1905,Jose Javier Lopez Gonzalez,Baja California,Tijuana,si,no,no
1906-24-23,Luis Gonzalo Castanedo Cazares,San Luis Potosi,San Luis Potosi,no,no,no
1907-16-23,Martha Patricia Ruiz Olvera,Michoacan,Morelia,si,no,no
1908-28-23,Pablo Ferrer Zarate,Tamaulipas,Reynosa,si,no,no
1909-24-23,Horse Cheval SA de CV,San Luis Potosi,Soledad de Graciano Sanchez,si,no,no
1910-15-23,Cindy Paola Romero Alvarez,Mexico,Nezahualcoyotl,si,no,no
23/09/1911,Guillermo Daniel Garcia Lizardi,Ciudad de Mexico,Cuauhtemoc,si,no,no
23/02/1912,Aidet Cueto Vazquez,Baja California,Tijuana,si,no,si
23/09/1913,Jean Loui Said Zuniga Loera,Ciudad de Mexico,Cuauhtemoc,si,no,no
1914-14-23,Compania de Servicios Veterinarios Hero S de Rl de CV,Jalisco,Guadalajara,si,no,no
1915-14-23,Carolina Rodriguez Mora,Jalisco,Zapopan,si,no,no
23/09/1916,Maria del Rosario Gavino Copado,Ciudad de Mexico,Iztacalco,si,no,no
23/09/1917,Veterinaria Vet Spik Sas,Ciudad de Mexico,Magdalena Contreras,si,si,si
23/09/1918,Marco Alejandro Gomez de Anda,Ciudad de Mexico,Alvaro Obregon,si,si,no
1919-18-23,Juan Carlos Algarin Espinoza,Nayarit,Acaponeta,si,no,no
1920-24-23,Dina Esther Rodriguez Garcia,San Luis Potosi,Matehuala,si,no,no
1921-14-23,Victoria Sanchez Huerta,Jalisco,Guadalajara,si,si,no
1922-15-23,Raul Garcia Cuevas,Mexico,Toluca,no,no,si
1923-15-23,Margarita Manon Barbabosa,Mexico,Metepec,si,no,no
1924-28-23,Aurora Esther Monreal Garcia,Tamaulipas,Reynosa,si,no,no
1926-18-23,Javier Alberto Lopez Torres,Nayarit,Tepic,si,no,no
1927-16-23,Christian Emilio Ruiz Guzman,Michoacan,Morelia,si,no,no
23/09/1928,Dafne Gonzalez Morales,Ciudad de Mexico,Miguel Hidalgo,si,no,no
23/09/1929,Marlovet Servicios Veterinarios SA de CV,Ciudad de Mexico,Alvaro Obregon,no,no,si
1930-14-23,Javier Alejandro Gomez Correa,Jalisco,Guadalajara,si,no,no
23/09/1931,Elizabeth Alexandra Hernandez Gonzalez,Ciudad de Mexico,Alvaro Obregon,si,no,no
23/09/1932,Carbono Comsolta SA de CV,Ciudad de Mexico,Alvaro Obregon,si,no,no
1933-16-23,Miguel Pacheco Lara,Michoacan,Morelia,si,no,no
1934-15-23,Erica Shaeffer,Mexico,Toluca,si,no,no
1935-16-23,Nora Guadalupe Tapia Perez,Michoacan,Morelia,si,no,no
1936-15-23,Karina Soledad Culhuac Schmidt,Mexico,Metepec,si,no,no
23/09/1937,Clinica Veterinaria Dr Guerrero SA de CV,Ciudad de Mexico,Tlalpan,si,no,si
1938-15-23,Sandra Berenice Jimenez Caballero,Mexico,Lerma,si,no,no
1939-14-23,Gabriela Juarez Cano,Jalisco,Zapopan,si,no,no
23/09/1940,Vet Point SA de CV,Ciudad de Mexico,Benito Juarez,si,no,no
1941-19-23,Laura Patricia Lozano Gonzalez,Nuevo Leon,Monterrey,si,no,no
23/09/1942,Montserrat Franco Noriega,Ciudad de Mexico,Cuauhtemoc,si,no,no
1943-15-23,Carolina Gonzalez Enriquez,Mexico,Nezahualcoyotl,si,si,si
1944-20-23,Luis Alfonso Rivera Gamboa,Oaxaca,Bahias de Huatulco,si,no,no
1945-16-23,Alejandro Ernesto Herrera Ramirez,Michoacan,Morelia,si,no,si
1946-18-23,Antonio Rene Olmedo Padilla,Nayarit,Tepic,si,no,no
1947-14-23,Vetderm S de Rl de CV,Jalisco,Guadalajara,si,si,si
1948-15-23,Leticia Acevedo Rebollar,Mexico,Valle de Bravo,si,no,no
1949-24-23,Emmanuel Salinas Cuevas,San Luis Potosi,San Luis Potosi,si,no,no
1950-15-23,Laura Tinajero Gomez,Mexico,Cuautitlan Izcalli,si,si,no
23/09/1951,Jaqueline Cinthia Alquicira Navarrete,Ciudad de Mexico,Alvaro Obregon,si,no,no
1952-23-23,Island Animals SA de CV,Quintana Roo,Isla Mujeres,si,no,no
1953-14-23,Marbell Camargo Rodriguez,Jalisco,Puerto Vallarta,no,no,si
1954-15-23,Jose Francisco Cordova Castro,Michoacan,Morelia,si,no,no
1955-14-23,Elsa Paulina Galvez Gallo,Jalisco,San Pedro Tlaquepaque,si,si,no
1956-14-23,Ana Cecilia Islas Gutierrez,Jalisco,Zapotlan el Grande,si,si,no
23/09/1957,Cielo Rincon Sanchez,Ciudad de Mexico,Tlahuac,si,si,si
23/02/1958,Eduardo de Leon Morales,Baja California,Tijuana,si,no,si
23/04/1959,Julieta Hernandez Ramirez,Campeche,Escarcega,si,no,no
1960-18-23,Erasmo Castaneda Zambrano,Nayarit,Tepic,si,no,no
23/09/1961,Canina Margaret Sas de CV,Ciudad de Mexico,Benito Juarez,si,no,no
1962-14-23,Adrian Nungaray Nuno,Jalisco,Tlaquepaque,si,no,no
1963-18-23,Gabriel Martinez Villasenor,Nayarit,Tepic,si,no,no
1964-18-23,Miguel Antonio Carvajal Hermosillo,Nayarit,Tepic,si,si,si
1965-14-23,Carolina Martinez Perez,Jalisco,Tlaquepaque,si,no,no
1966-18-23,Xochitl America Favela Estrada,Nayarit,Tepic,si,no,no
1967-18-23,Judith Enriqueta Mercado Soto,Nayarit,Tepic,si,no,no
23/09/1968,Mario Soriano Lopez,Ciudad de Mexico,Iztacalco,si,no,no
1969-14-23,Nancy Lizeth Covarrubias Lara,Jalisco,San Pedro Tlaquepaque,si,si,si
1970-23-23,Servicios Integrales Amikoo SA de CV,Quintana Roo,Benito Juarez,si,no,no
1971-15-23,Gabriela Zepeda Tielve,Mexico,Toluca,si,no,no
23/09/1972,Vicente Julio Sanchez Robles,Ciudad de Mexico,Benito Juarez,si,si,si
1973-18-23,Karla Yabet Aguilar Gonzalez,Nayarit,Tepic,si,no,no
23/09/1974,Jesus Martinez Lobato,Ciudad de Mexico,Benito Juarez,si,no,no
23/02/1975,Adriana del Rocio Barberena Rovira,Baja California,Tijuana,si,no,no
1976-14-23,Lilia Lluviana Morelos Luna,Jalisco,Guadalajara,si,si,no
1977-31-23,Guillermo Alberto Fausto Calderon,Yucatan,Merida,si,no,no
1978-26-23,Hospital Veterinario Borges Sc,Sonora,Hermosillo,no,no,si
1979-16-23,Itzia Citlally Mendoza Heredia,Michoacan,Morelia,si,no,si
23/09/1980,Ricardo Salvador Sanchez Galindo,Ciudad de Mexico,Iztacalco,si,no,no
23/06/1981,Proveco Pets SA de CV,Colima,Colima,no,no,no
23/09/1982,Ricardo Cortes Ramos,Ciudad de Mexico,Cuauhtemoc,si,no,si
1983-28-23,Jose Eduardo Sosa Vega,Tamaulipas,Ciudad Madero,si,no,si
23/09/1984,Bryan Giovanni Martinez Chavez,Ciudad de Mexico,Iztacalco,si,no,no
1985-14-23,Sergio Torrecilla Adame,Jalisco,Zapopan,si,si,no
1986-19-23,Dogsplay Sapi de CV,Nuevo Leon,San Pedro Garza Garcia,si,no,no
23/09/1987,Just Like Home SA de CV,Ciudad de Mexico,Benito Juarez,si,no,si
1988-24-23,Jesus Ocampo Almazan,San Luis Potosi,San Luis Potosi,si,no,no
1989-15-23,Juan Edgar Mendoza Ramirez,Mexico,Toluca,si,no,si
23/09/1990,Victor Romano 837 SA de CV,Ciudad de Mexico,Cuajimalpa,si,no,si
1991-18-23,Edmundo Orozco Ramirez,Nayarit,Tepic,si,no,no
1992-15-23,Andrea Tinajero Garcia Flores,Mexico,Toluca,si,si,si
1993-15-23,Maria del Pilar Tapia Gonzalez,Mexico,Toluca,si,no,no
23/09/1994,Industrias Welmex SA de CV,Ciudad de Mexico,Iztacalco,si,no,no
1995-14-23,Grupo Wawao SA de CV,Jalisco,Puerto Vallarta,si,no,no
23/05/1996,Sanfer Centro Medico Veterinario SA de CV,Ciudad de Mexico,Tlalpan,si,no,no
23/09/1997,Edson Naranjo Marquez,Ciudad de Mexico,Alvaro Obregon,si,no,no
23/09/1998,Irely Ledesma Ramirez,Ciudad de Mexico,Gustavo a Madero,no,no,si
23/09/1999,Centro Veterinario de Especialidades Neurovet Mexico SA de CV,Ciudad de Mexico,Benito Juarez,no,no,si
24/09/2000,Juan Daniel Cerda Guerrero,Ciudad de Mexico,Coyoacan,si,no,si
24/09/2001,Alexandra Alcantara Gonzalez,Ciudad de Mexico,Gustavo a Madero,si,no,no
24/09/2002,Cemegatos S de Rl de CV,Ciudad de Mexico,Coyoacan,si,no,si
2003-16-24,Victor Hugo Romero Blancas,Michoacan,Morelia,si,no,no
24/09/2004,Luis Emmanuel Munoz,Ciudad de Mexico,Gustavo a Madero,si,si,si
2005-18-24,Tomasito Tirado Rodriguez,Nayarit,Acaponeta,si,no,no
2006-14-24,Alejandra Munguia Munguia,Jalisco,Tlaquepaque,si,si,no
24/09/2007,Elizabeth Susana Paredes Alverde,Ciudad de Mexico,Benito Juarez,si,si,si
24/09/2008,Animal Care Center Hospital SA de CV,Ciudad de Mexico,Benito Juarez,si,si,si
24/09/2009,Karla Yatzil Leguizamo Valdez,Ciudad de Mexico,Iztacalco,si,si,si
24/09/2010,Juan Enrique Martinez Martinez,Ciudad de Mexico,Coyoacan,si,si,si
24/09/2011,Gabriela Laguna Torres,Ciudad de Mexico,Coyoacan,si,si,si
2012-16-24,Demecio Daniel Diaz Baltazar,Michoacan,Huetamo,si,no,no
2013-15-24,Jacqueline Garcia Rivera,Mexico,Tlalnepantla de Baz,si,no,si
2014-15-24,Marlene Irais Romero Galicia,Mexico,Ecatepec,si,no,si
24/09/2015,Diana Luz Torres Lagunes,Ciudad de Mexico,Gustavo a Madero,no,no,si
2015-15-24,Isaura Santamaria de la Rosa,Mexico,Naucalpan,si,no,no
2016-15-24,Silvia de Jesus Vazquez,Mexico,Toluca,si,si,no
24/09/2017,Maria Patricia Garcia Vargas,Ciudad de Mexico,Azcapotzalco,no,no,si
24/09/2018,Paulina Aspeitia Cuellar,Mexico,Nezahualcoyotl,no,no,si
2019-28-24,Talina Alessandria Gossio Hernandez,Tamaulipas,Tampico,si,no,no
2020-15-24,Jacqueline Marquez Gutierrez,Mexico,Huehuetoca,si,no,no
24/09/2021,Jose Antonio Gonzalez Gutierrez,Aguascalientes,Aguascalientes,si,no,no
2022-14-24,Diana Becerril Velazquez,Jalisco,Tonala,si,si,no
24/09/2023,Jessica Mejia Guzman,Ciudad de Mexico,Benito Juarez,no,no,si
2024-15-24,Elizabeth Vargas Caballero,Mexico,Tultitlan,si,no,no
24/09/2025,Luisa Mar Ramirez Novoa,Ciudad de Mexico,Coyoacan,si,si,si
24/02/2026,Nadia Sofia Velazquez Loaiza,Baja California,Tijuana,si,no,no
2027-14-24,Ambar Irita Ramirez Sanchez,Jalisco,Tlaquepaque,si,no,no
2028-15-24,Wendy Alejandra Ramirez Romero,Mexico,Valle de Chalco Solidaridad,si,no,no
2029-18-24,Aldo Josue Barba Hernandez,Nayarit,Compostela,si,no,no
24/08/2030,Gabriela Giovanna Gonzalez Mendoza,Ciudad de Mexico,Miguel Hidalgo,si,no,no
24/09/2031,Miriam Fajardo Jimenez,Ciudad de Mexico,Miguel Hidalgo,si,no,no
2032-15-24,Diana Temis Arrieta Martinon,Mexico,Chicoloapan,si,no,no
24/09/2033,Melina Martinez Flores,Ciudad de Mexico,Azcapotzalco,si,si,no
24/09/2034,Aura Selene Bejarano Padierna,Ciudad de Mexico,Benito Juarez,si,no,no
24/09/2035,Jacqueline Melgarejo Vega,Ciudad de Mexico,Venustiano Carranza,si,no,no
24/01/2036,Maria del Socorro Teran Martinez,Aguascalientes,Aguascalientes,si,no,no
24/09/2037,Geoffrey Daniel Rodriguez Montiel,Ciudad de Mexico,Azcapotzalco,si,no,no
24/09/2038,Itzel Santana Escalona,Ciudad de Mexico,Gustavo a Madero,si,si,no
2039-31-24,Servicios Veterinarios Premium SA de CV,Yucatan,Merida,si,no,si
2040-28-24,Cesar Eduardo Cruz Reyes,Tamaulipas,Ciudad Madero,si,no,no
24/09/2041,Enrique Rafael Martinez Rojo,Ciudad de Mexico,Iztacalco,si,no,no
2042-31-24,Luis Khrystian Martinez Moreno,Yucatan,Merida,si,no,no
2043-15-24,Ramon Elso Acasuso Signoret,Mexico,Huixquilucan,si,no,no
2044-15-24,Julio Vera de Leon,Mexico,Nezahualcoyotl,si,no,no
24/08/2045,Omar Eli Hernandez Sigala,Chihuahua,Chihuahua,si,no,si
2046-19-24,Sandra Cecilia Esparza Perales,Nuevo Leon,Guadalupe,si,no,no
2047-14-24,Gustavo Flores Orozco,Jalisco,La Huerta,si,no,si
24/09/2048,Sofia Aurora Mejia Carreon,Ciudad de Mexico,Coyoacan,si,si,no
24/09/2049,Cesar Estrada Sieck,Ciudad de Mexico,Benito Juarez,no,no,si
2050-14-24,Mauricio Quiroz Barba,Jalisco,Guadalajara,si,no,no
2051-15-24,Jose Amauri Toledo Castillejos,Mexico,Naucalpan,si,no,no
24/09/2052,Bertha Jazmin Najera Gomez,Ciudad de Mexico,Iztacalco,si,no,no
24/09/2053,Hospital Mumbii Sc,Ciudad de Mexico,Cuajimalpa,si,no,no
2054-21-24,Paola Montes Garcia,Puebla,Puebla,si,no,no
2055-23-24,Fernando de Jesus Perez Castillo,Quintana Roo,Solidaridad,si,si,no
2056-18-24,Fernando Joaquin Castillero Corona,Nayarit,Tepic,si,si,no
24/09/2057,Fernando Hernandez Leon,Ciudad de Mexico,Coyoacan,si,si,si
24/09/2059,Hospivet del Valle S de Rl de CV,Ciudad de Mexico,Benito Juarez,si,si,si
2060-23-24,Edgar Ivan Avila Carrillo,Quintana Roo,Cancun,si,si,no
2061-15-24,Arely Hernandez Velazquez,Mexico,Texcoco,si,si,no
24/09/2062,Cesar Christian Tadeo Gonzalez Pacheco,Ciudad de Mexico,Tlalpan,si,si,no
2063-15-24,Clinica Veterinaria del Bosque Sc,Mexico,Naucalpan,si,si,si
2064-16-24,Martin Diego Basilio Rios,Michoacan,Patzcuaro,si,no,no
24/05/2065,Brhadaranyakopanishadvivekachudamani Errehmunoz Castillo,Coahuila,Saltillo,si,si,no
2066-31-24,Servicios Hospitalarios Veterinarios de Yucatan Sociedad de Responsabilidad Limitada de Capital Variable,Yucatan,Merida,si,si,si
2067-16-24,Jorge Antonio Alonzo Correa,Michoacan,Morelia,si,no,no
2068-15-24,Esto Junto a Ti Siempre SA de CV,Mexico,Nezahualcoyotl,si,si,no
24/02/2069,Rec Pets Sas,Baja California,Tijuana,si,si,si
24/02/2070,Luisa Esmeralda del Rio Rodriguez,Baja California,Tijuana,si,no,no
24/09/2071,Guillermo Saucillo Maya,Ciudad de Mexico,Benito Juarez,si,no,no
2072-23-24,Jorge Arturo Dzul Leon,Quintana Roo,Benito Juarez,si,no,no
2073-15-24,Gildardo Torres Fuentes,Mexico,Nezahualcoyotl,si,no,no
24/09/2074,Leonardo Perez Perez,Ciudad de Mexico,Iztacalco,si,no,no
2075-15-24,Juan Carlos Bermudez Jimenez,Mexico,Toluca,si,no,si
2076-15-24,Chiens SA de CV,Mexico,Zinacantepec,si,si,si
24/09/2077,Alejandro Antares Garcia Ramirez,Ciudad de Mexico,Alvaro Obregon,si,no,si
24/09/2078,Maria Alejandra Segura Patino,Ciudad de Mexico,Iztacalco,no,no,si
2079-13-24,Jose Manuel Costeira Navarrete,Hidalgo,Benito Juarez,si,si,si
24/09/2080,Carlos Renato Huidobro Gonzalez,Ciudad de Mexico,Benito Juarez,si,si,no
24/02/2081,Susana Lizbeth Rios Jacinto,Baja California,Tijuana,si,no,no
24/09/2082,Ricardo Edgar Argueta Mejia,Ciudad de Mexico,San Bartolo Ameyalco,si,no,no
2083-19-24,Andrea Alejandra Espinosa Martinez,Nuevo Leon,San Pedro Garza Garcia,si,si,si
24/09/2084,Humane Society International Mexico Ac,Ciudad de Mexico,Cuauhtemoc,si,no,no
24/10/2085,Claudia Macias Ramirez,Durango,Lerdo,si,si,no
24/09/2086,Karla Alejandra Ortega Montes de Oca,Ciudad de Mexico,Xochimilco,si,si,no
24/09/2087,Javier Eduardo Arredondo Lozano,Ciudad de Mexico,Venustiano Carranza,si,no,si
24/09/2088,Luis Miguel Argueta Morales,Ciudad de Mexico,Benito Juarez,si,no,no
2089-14-24,Jesus Omar Lucio Ruelas,Jalisco,Tlaquepaque,si,no,no
2090-15-24,Susana Navarrete Gonzalez,Mexico,Tlalnepantla de Baz,si,no,no
24/09/2091,Carla Gabriela Panecatl Urquiza,Ciudad de Mexico,Coyoacan,si,no,no
24/03/2092,Rosa Amelia Lopez Ramirez,Baja California,Tijuana,si,no,no
24/09/2093,Miguel Angel Servin Trujillo,Ciudad de Mexico,Venustiano Carranza,si,si,si
24/08/2094,Janet Alejandra Sigala Sanchez,Chihuahua,Chihuahua,si,si,si
24/09/2095,Hugo Gonzalez Velez,Ciudad de Mexico,Venustiano Carranza,no,no,si
2096-19-24,Thania Patricia Tamez Villarreal,Nuevo Leon,Monterrey,si,no,no
2097-23-24,Jose Roberto Hernandez Campos,Quintana Roo,Benito Juarez,si,no,no
2098-15-24,Isidoro Altaled Shueke,Mexico,Huixquilucan,si,si,no
2099-14-24,Andrea Lizeth Garcia Barragan,Jalisco,Tlaquepaque,si,no,no
24/09/2100,Eduardo Israel Ornelas Gonzalez,Ciudad de Mexico,Gustavo a Madero,si,no,no
24/09/2101,Ayde Sanchez Gutierrez,Ciudad de Mexico,Iztapalapa,no,no,si
24/09/2102,Jose Raul Salazar Bailon,Ciudad de Mexico,Benito Juarez,si,si,no
24/08/2103,Sandra Judith Acosta Ramos,Chihuahua,Chihuahua,si,no,no
24/09/2104,Smolly Veterinaria Sas de CV,Ciudad de Mexico,Azcapotzalco,si,si,no
2105-19-24,Maria Cristina Trejo Garcia,Nuevo Leon,San Nicolas de Los Garza,no,no,si
2106-31-24,Survet Scp,Yucatan,Merida,si,no,no
24/09/2107,Huvivet Sas de CV,Ciudad de Mexico,Venustiano Carranza,si,no,no
2108-21-24,Miguel Angel Lopez Gonzalez,Puebla,Puebla,si,no,no
24/09/2109,Armando de la Torre Hernandez,Ciudad de Mexico,Tlalpan,si,no,no
2110-15-24,Daniela Avendano Lasso,Mexico,Zinacantepec,si,no,no
24/10/2111,Gustavo Alfonso Vazquez Garcia,Durango,Gomez Palacio,si,no,no
2112-30-24,Rufino Morales Trujillo,Veracruz,Nimatitlan,si,no,no
24/09/2113,Cyntia Lorena Adaya Tenorio,Ciudad de Mexico,Benito Juarez,si,no,no
24/09/2114,Ana Cecilia Mendoza Reyes,Ciudad de Mexico,Iztacalco,si,no,no
2115-30-24,Barbara Ybarra Martinez,Veracruz,Emiliano Zapata,si,no,no
2116-19-24,Andrea Cavazos Fernandez,Nuevo Leon,Guadalupe,si,no,no
24/09/2117,Luis Enrique de Los Reyes Perez Coronado,Ciudad de Mexico,Cuajimalpa,si,no,no
2118-21-24,Claudia Teresa Rios Cervantes,Puebla,Puebla,si,no,si
24/09/2119,Hospital Veterinario Pet'S Health Sc,Ciudad de Mexico,Alvaro Obregon,si,si,si
2120-24-24,Paulina Rios Salinas,San Luis Potosi,San Luis Potosi,si,no,no
24/09/2121,Irasema Aguayo Reyes,Ciudad de Mexico,Tlalpan,si,no,si
2122-14-24,Eratzeni Pireni Hernandez Rivera,Jalisco,Tlajomulco de Zuniga,si,no,no
24/09/2123,Alejandro Alvarado Cruz,Ciudad de Mexico,Iztacalco,si,no,no
2124-15-24,Miguel Maqueda Hernandez,Mexico,Chalco,si,no,no
24/09/2125,Mary Carmen Arroyo Wong,Ciudad de Mexico,Benito Juarez,si,si,no
24/09/2126,Juan Carlos Archundia Dominguez,Ciudad de Mexico,Tlalpan,si,no,si
2127-19-24,Luis Alberto Meza Garcia,Nuevo Leon,Monterrey,si,no,no
24/09/2128,Lmvet´S Clinica Veterinaria SA de CV,Ciudad de Mexico,Alvaro Obregon,si,no,no
